"name","Radius","Period","Discovery_method","star_mass","star_radius","star_temperature"
"Kepler-1493 b",0.126,15.0217983,"transit",1.06,1.29,5863
"Kepler-1157 b",0.097,4.45743164,"transit",0.76,0.71,4679
"Kepler-220 c",0.14307,9.034199,"transit",0.717,0.666,4632
"Kepler-220 d",0.08931,28.122397,"transit",0.717,0.666,4632
"Kepler-220 e",0.1212,45.902733,"transit",0.717,0.666,4632
"Kepler-220 b",0.07382,4.159807,"transit",0.717,0.666,4632
"Kepler-770 b",0.205,18.92540274,"transit",0.94,0.92,5598
"Kepler-770 c",0.107,1.47532231,"transit",0.94,0.92,5598
"Kepler-770 d",0.125,4.15244722,"transit",0.94,0.92,5598
"Kepler-1107 b",0.12,0.57103852,"transit",0.86,0.82,5268
"Kepler-264 b",0.30346,40.806231,"transit",1.37,1.55,6158
"Kepler-264 c",0.2579,140.101261,"transit",1.37,1.55,6158
"Kepler-1452 b",0.241,42.913751,"transit",1.41,2.06,6101
"HAT-P-4 b",1.27,3.0565114,"transit",1.26,1.59,5890
"Kepler-1276 b",0.106,12.5720095,"transit",1.14,1.21,6188
"Kepler-530 b",0.269,39.30941904,"transit",0.97,0.89,5697
"KELT-8 b",1.86,3.24406,"transit",1.211,1.67,5754
"Kepler-1311 b",0.111,11.1726994,"transit",1.05,1.4,5748
"Kepler-1311 c",0.109,2.53573424,"transit",1.05,1.4,5748
"Kepler-1622 b",0.131,10.8118737,"transit",1.31,1.5,6436
"WASP-64 b",1.271,1.57329,"transit",0.98,1.03,5400
"KOI-1612.01",0.073,2.46502,"transit",1.08,1.23,6104
"Kepler-798 b",0.213,13.71933369,"transit",1.19,1.29,6224
"Kepler-1163 b",0.092,6.11786898,"transit",1.22,1.35,6302
"Kepler-510 b",0.22,19.55659418,"transit",0.91,1.41,5746
"WASP-29 b",0.792,3.922727,"transit",0.825,0.846,4800
"CoRoT-9 b",1.05,95.2738,"transit",0.99,0.94,5625
"Kepler-90 h",1.01,331.60059,"transit",1.2,1.2,6080
"Kepler-90 g",0.72,210.60697,"transit",1.2,1.2,6080
"Kepler-90 f",0.262455,124.9144,"transit",1.2,1.2,6080
"Kepler-90 e",0.242407,91.93913,"transit",1.2,1.2,6080
"Kepler-90 d",0.261544,59.73667,"transit",1.2,1.2,6080
"Kepler-90 c",0.108445,8.719375,"transit",1.2,1.2,6080
"Kepler-90 b",0.119381,7.008151,"transit",1.2,1.2,6080
"Kepler-939 b",0.156,14.878296,"transit",0.88,0.85,5471
"Kepler-325 b",0.26519,4.544439,"transit",0.918,1.003,5752
"Kepler-325 c",0.23147,12.762172,"transit",0.918,1.003,5752
"Kepler-325 d",0.25425,38.715185,"transit",0.918,1.003,5752
"KELT-11 b",1.37,4.736529,"transit",1.438,2.72,5370
"Kepler-875 b",0.259,27.5073799,"transit",1.06,1.11,5958
"XO-6 b",2.07,3.7650007,"Others",1.47,1.93,6720
"Kepler-1586 b",0.136,15.6049212,"transit",1.45,1.75,6681
"Kepler-1146 b",0.11,2.3522658,"transit",0.74,0.7,4692
"WASP-114 b",1.339,1.5487743,"transit",1.289,1.43,5940
"KIC 8435766 b",0.109356,0.35500744,"transit",0.83,0.74,5121
"EPIC 203771098 b",0.52,20.88508,"transit",1.12,1.21,5743
"EPIC 203771098 c",0.723,42.36342,"transit",1.12,1.21,5743
"Kepler-524 b",0.17,7.97419807,"transit",1.09,1.1,6014
"Kepler-524 c",0.086,1.88897906,"transit",1.09,1.1,6014
"Kepler-913 b",0.184,10.29672521,"transit",0.63,0.61,4687
"Kepler-984 b",0.189,43.0342272,"transit",0.96,0.93,5610
"Kepler-1206 b",0.146,1.21699766,"transit",0.8,0.75,4877
"Kepler-930 b",0.19,71.4517775,"transit",1.25,1.4,6335
"Kepler-527 b",0.253,13.28535633,"transit",1.28,1.45,6388
"Kepler-775 b",0.106,0.97486893,"transit",0.92,0.84,5468
"Kepler-1566 b",0.07,0.53991524,"transit",0.84,0.81,5254
"Gliese 3470 b",0.346,3.3366487,"transit",0.51,0.48,3652
"Kepler-933 b",0.219,14.20443009,"transit",0.87,0.84,5346
"55 Cnc e",0.1746,0.7365515,"transit",0.96,0.96,5219
"Kepler-1413 b",0.162,13.1829642,"transit",0.84,0.8,5196
"Kepler-1181 b",0.14,4.89337519,"transit",1.17,1.3,6176
"Kepler-552 b",0.352,5.26341577,"transit",1.03,1.04,5863
"Kepler-1399 b",0.112,1.63865306,"transit",0.97,0.96,5735
"Kepler-179 c",0.18226,6.40013,"transit",0.842,0.759,5302
"Kepler-179 b",0.14945,2.735926,"transit",0.842,0.759,5302
"Kepler-275 c",0.30802,16.088134,"transit",1.198,1.383,6165
"Kepler-275 b",0.21324,10.300682,"transit",1.198,1.383,6165
"Kepler-275 d",0.30346,35.676062,"transit",1.198,1.383,6165
"Kepler-1431 b",0.131,5.86601526,"transit",1.03,1.03,5806
"Kepler-296 c",0.178,5.8416366,"transit",0.498,0.48,3740
"Kepler-296 d",0.186,19.850291,"transit",0.498,0.48,3740
"Kepler-296 b",0.144,10.864384,"transit",0.498,0.48,3740
"Kepler-296 f",0.161,63.33627,"transit",0.498,0.48,3740
"Kepler-296 e",0.136,34.14211,"transit",0.498,0.48,3740
"Kepler-20 b",0.17,3.6961219,"transit",0.912,0.944,5466
"Kepler-20 c",0.27,10.854092,"transit",0.912,0.944,5466
"Kepler-20 d",0.25,77.61185,"transit",0.912,0.944,5466
"Kepler-20 e",0.0791,6.098493,"transit",0.912,0.944,5466
"Kepler-20 f",0.093,19.57706,"transit",0.912,0.944,5466
"HAT-P-2 b",0.951,5.6334729,"transit",1.36,1.64,6290
"HAT-P-38 b",0.825,4.640382,"transit",0.886,0.923,5330
"Kepler-1252 b",0.149,15.0540329,"transit",1.06,1.09,5949
"Kepler-748 b",0.225,7.40742793,"transit",1.07,1.1,5934
"Kepler-341 c",0.15492,8.01041,"transit",1.012,1.024,6012
"Kepler-341 d",0.16859,27.666313,"transit",1.012,1.024,6012
"Kepler-341 b",0.10753,5.195528,"transit",1.012,1.024,6012
"Kepler-341 e",0.18135,42.473269,"transit",1.012,1.024,6012
"Kepler-547 b",0.357,6.01038429,"transit",0.78,0.73,4828
"Kepler-14 b",1.136,6.790123,"transit",1.512,2.048,6395
"Kepler-803 b",0.338,50.28638192,"transit",1.05,1.12,5919
"WASP-113 b",1.409,4.54216874538,"transit",1.318,1.608,5890
"Kepler-307 b",0.29162,10.416,"transit",0.78,1.03,5577
"Kepler-307 c",0.25516,13.084,"transit",0.78,1.03,5577
"KOI-1576.03",0.14854,23.34032,"transit",0.78,1.03,5577
"HATS-14 b",1.04,2.766764,"transit",0.97,0.93,5408
"HATS-15 b",1.105,1.74748753,"transit",0.871,0.922,5311
"Kepler-1025 b",0.177,37.3229493,"transit",1.09,1.13,6089
"Kepler-407 b",0.097509,0.66931,"transit",1,1.01,5476
"Kepler-93 b",0.1319,4.72673978,"transit",0.911,0.919,5669
"Kepler-1461 b",0.181,29.3494775,"transit",0.79,0.74,4919
"Kepler-161 b",0.1932,4.921355,"transit",0.783,0.806,5078
"Kepler-161 c",0.18682,7.06424,"transit",0.783,0.806,5078
"Kepler-1127 b",0.175,5.12330347,"transit",0.97,0.95,5664
"Kepler-731 b",1.238,3.85560355,"transit",1.03,1.06,5849
"Kepler-1568 b",0.116,20.925392,"transit",1.09,1.19,5956
"WASP-38 b",1.09,6.87188,"transit",1.23,1.35,6150
"Kepler-1601 b",0.073,2.20921951,"transit",1.04,1.07,5869
"Kepler-1160 b",0.191,7.97034958,"transit",0.92,0.89,5519
"EPIC 203826436 b",0.144,4.44117,"transit",0.9,0.85,5413
"EPIC 203826436 c",0.245,6.42904,"transit",0.9,0.85,5413
"EPIC 203826436 d",0.244,14.09189,"transit",0.9,0.85,5413
"KOI-370.02",0.228,22.95102,"transit",1.419,1.98,6022
"KOI-370.01",0.35,42.88254,"transit",1.419,1.98,6022
"Kepler-269 b",0.22509,5.326718,"transit",1.04,0.959,5847
"Kepler-269 c",0.15401,8.127899,"transit",1.04,0.959,5847
"Kepler-1576 b",0.093,6.98471973,"transit",1.05,1.06,5876
"Kepler-308 b",0.1932,9.694928,"transit",0.997,0.941,5895
"Kepler-308 c",0.19684,15.38231,"transit",0.997,0.941,5895
"Kepler-825 b",0.136,3.77360059,"transit",1.03,1.08,5976
"Kepler-825 c",0.164,8.1818246,"transit",1.03,1.08,5976
"WASP-112 b",1.191,3.0353992,"transit",0.807,1.002,5610
"Kepler-1165 b",0.138,9.478522,"transit",1.13,1.18,6080
"Kepler-809 b",0.269,55.63934,"transit",0.99,0.98,5734
"Kepler-1216 b",0.124,4.37034536,"transit",0.99,0.98,5743
"Kepler-53 b",0.25608,18.649113,"transit",1.065,0.958,6085
"Kepler-53 d",0.1932,9.751962,"transit",1.065,0.958,6085
"Kepler-53 c",0.33992,38.558585,"transit",1.065,0.958,6085
"Kepler-1158 b",0.209,13.5396293,"transit",1.41,1.95,6203
"Kepler-375 c",0.2415,19.986326,"transit",0.985,0.837,5826
"Kepler-375 b",0.13214,12.125934,"transit",0.985,0.837,5826
"HATS-27 b",1.5,4.637038,"transit",1.415,1.74,6438
"HATS-1 b",1.302,3.446459,"transit",0.986,1.038,5870
"Kepler-1169 b",0.084,6.11009134,"transit",1.24,1.23,6191
"Kepler-943 b",0.529,49.7701438,"transit",0.93,0.91,5612
"WASP-142 b",1.53,2.052868,"transit",1.33,1.64,6010
"Kepler-1275 b",0.132,3.65691115,"transit",1.23,1.36,6296
"Kepler-437 b",0.191,66.65062,"transit",0.707,0.68,4551
"Kepler-287 c",0.29708,44.851896,"transit",0.93,1.032,5806
"Kepler-287 b",0.21233,20.342199,"transit",0.93,1.032,5806
"Kepler-1154 b",0.209,5.1856142,"transit",1.26,1.43,6327
"Kepler-1154 c",0.211,8.45808312,"transit",1.26,1.43,6327
"WASP-78 b",1.75,2.17517656,"transit",2.02,2.31,6100
"Kepler-1084 b",0.099,2.05333679,"transit",1.12,1.28,6113
"CoRoT-25 b",1.08,4.86069,"transit",1.09,1.19,6040
"HATS-2 b",1.168,1.354133,"transit",0.88,0.89,5227
"Kepler-1352 b",0.079,1.87788275,"transit",1.11,1.16,6118
"Kepler-1564 b",0.131,18.0540381,"transit",0.93,0.9,5528
"Kepler-1587 b",0.119,9.4060467,"transit",1.08,1.22,5933
"HAT-P-30 b",1.34,2.810595,"transit",1.242,1.215,6304
"Kepler-779 b",0.082,7.09714223,"transit",0.46,0.44,3804
"Kepler-129 b",0.21598,15.79186,"transit",1.185,1.641,5770
"Kepler-129 c",0.23238,82.20017,"transit",1.185,1.641,5770
"Kepler-817 b",0.806,3.99010623,"transit",1.03,1.03,5861
"Kepler-293 b",0.27977,19.254196,"transit",0.953,0.957,5804
"Kepler-293 c",0.34903,54.155743,"transit",0.953,0.957,5804
"Kepler-82 b",0.37455,26.443794,"transit",0.922,0.945,5428
"Kepler-82 c",0.51397,51.531855,"transit",0.922,0.945,5428
"Kepler-82 e",0.22509,5.902206,"transit",0.922,0.945,5428
"Kepler-82 d",0.1613,2.382961,"transit",0.922,0.945,5428
"Kepler-616 b",0.217,9.99761851,"transit",0.98,0.97,5753
"Kepler-616 c",0.304,90.4113556,"transit",0.98,0.97,5753
"Kepler-1080 b",0.293,77.2548396,"transit",1.1,1.16,5956
"Kepler-1123 b",0.149,4.33946454,"transit",0.93,0.9,5500
"Kepler-1348 b",0.173,27.5722742,"transit",1.04,1.04,5911
"Kepler-1153 b",0.154,1.75583533,"transit",0.91,0.88,5470
"WASP-66 b",1.39,4.086052,"transit",1.3,1.75,6600
"Kepler-477 b",0.185,11.11990653,"transit",0.87,0.79,5240
"Kepler-191 c",0.1695,17.738506,"transit",0.828,0.789,5282
"Kepler-191 b",0.12211,9.939632,"transit",0.828,0.789,5282
"Kepler-191 d",0.203,5.94504102,"transit",0.828,0.789,5282
"Kepler-1258 b",0.077,0.98494017,"transit",0.99,0.99,5839
"Kepler-829 b",0.188,6.88337562,"transit",0.98,0.97,5698
"Kepler-820 b",0.543,127.8338098,"transit",1.23,1.36,6260
"Kepler-887 b",0.164,20.42228798,"transit",1.19,1.29,6194
"Kepler-887 c",0.101,7.63846023,"transit",1.19,1.29,6194
"Kepler-1100 b",0.156,6.42200058,"transit",1.21,1.34,6247
"Kepler-378 b",0.06835,16.092361,"transit",0.666,0.671,4661
"Kepler-378 c",0.06379,28.906009,"transit",0.666,0.671,4661
"Kepler-715 b",0.335,10.00652995,"transit",1.04,1.04,5871
"Kepler-1384 b",0.173,15.36262753,"transit",0.78,0.74,4919
"Kepler-799 b",0.614,133.4605235,"transit",0.95,0.93,5681
"Kepler-1137 b",0.196,23.9210791,"transit",1.5,1.84,6807
"Kepler-645 b",0.187,3.27582262,"transit",1.13,1.21,6170
"HAT-P-57 b",1.413,2.465295,"transit",1.47,1.5,7500
"Kepler-329 c",0.17588,18.684737,"transit",0.602,0.523,4257
"Kepler-329 b",0.12758,7.416397,"transit",0.602,0.523,4257
"CoRoT-4 b",1.19,9.20205,"transit",1.1,1.15,6190
"Kepler-758 b",0.221,12.1097104,"transit",1.16,1.42,6228
"Kepler-758 c",0.151,4.75793986,"transit",1.16,1.42,6228
"Kepler-758 d",0.189,20.4966197,"transit",1.16,1.42,6228
"Kepler-758 e",0.136,8.1934719,"transit",1.16,1.42,6228
"Kepler-1375 b",0.155,3.3004192,"transit",1.47,1.78,6704
"Kepler-1109 b",0.195,37.6467384,"transit",1.05,1.06,5893
"Kepler-585 b",0.252,2.75235975,"transit",0.96,0.93,5593
"Kepler-1603 b",0.115,2.27163926,"transit",1.21,1.31,6241
"Qatar-3 b",1.096,2.5079204,"Others",1.145,1.272,6007
"Kepler-290 c",0.24605,36.77031,"transit",0.798,0.743,5147
"Kepler-290 b",0.20504,14.589347,"transit",0.798,0.743,5147
"CoRoT-27 b",1.007,3.57532,"transit",1.05,1.08,5900
"Kepler-1373 b",0.103,1.29123275,"transit",1.22,1.33,6299
"KOI-12 b",1.44,17.8552332,"transit",1.452,1.63,6820
"Kepler-222 b",0.28797,3.936981,"transit",0.857,0.869,5433
"Kepler-222 d",0.33627,28.081912,"transit",0.857,0.869,5433
"Kepler-222 c",0.42284,10.08881,"transit",0.857,0.869,5433
"Kepler-741 b",0.265,7.03902374,"transit",1.16,1.24,6129
"Kepler-1535 b",0.227,138.9442,"transit",1.08,1.11,6021
"Kepler-545 b",0.24,13.24934059,"transit",1.04,1.07,5882
"Kepler-1292 b",0.162,3.27646405,"transit",0.95,0.93,5556
"Kepler-1315 b",0.123,0.84338011,"transit",0.8,0.75,4861
"HAT-P-25 b",1.19,3.652836,"transit",1.01,0.959,5500
"OGLE-TR-182 b",1.47,3.9791,"transit",1.14,1.14,5924
"Kepler-693 b",0.908,15.37563332,"transit",0.76,0.72,4881
"Kepler-1465 b",0.158,31.8277111,"transit",0.75,0.71,4726
"Kepler-1523 b",0.141,0.93875077,"transit",0.97,0.96,5708
"Kepler-932 b",0.122,1.9214374,"transit",0.87,0.84,5331
"Kepler-106 c",0.227826,13.5708,"transit",1,1.04,5858
"Kepler-106 e",0.233294,43.8445,"transit",1,1.04,5858
"Kepler-106 b",0.074727,6.16486,"transit",1,1.04,5858
"Kepler-106 d",0.086574,23.9802,"transit",1,1.04,5858
"Kepler-570 b",0.219,4.301662,"transit",0.93,0.9,5496
"KOI-1194 b",0.108,4.176,"transit",0.674,0.643,4523
"KOI-1194 c",0.234,8.708,"transit",0.674,0.643,4523
"KOI-1194.02",0.184,14.8622932,"transit",0.674,0.643,4523
"Kepler-531 b",0.248,29.88485741,"transit",0.78,0.75,4893
"2M 2140+16 b",0.92,7340,"imaging",0.08,0.1,2300
"Kepler-644 b",0.281,3.1739171,"transit",1.49,1.81,6747
"Kepler-1232 b",0.172,26.7839183,"transit",0.92,0.89,5471
"Kepler-953 b",0.315,88.4075,"transit",0.94,0.822,5114
"Kepler-953 c",0.106,9.10967112,"transit",0.94,0.822,5114
"TrES-5 b",1.209,1.4822446,"transit",0.88,0.85,5171
"WASP-39 b",1.27,4.055259,"transit",0.93,0.895,5400
"Kepler-972 b",0.415,7.03932553,"transit",1.15,1.22,6146
"Kepler-853 b",0.151,7.16892463,"transit",1.3,1.55,6350
"Kepler-1281 b",0.146,3.11602791,"transit",0.87,0.83,5353
"Kepler-433 b",1.45,5.33408384,"transit",2.82,1.45,6360
"Kepler-1272 b",0.211,51.1309704,"transit",1.06,1.09,5926
"WASP-130 b",0.89,11.55098,"transit",1.04,0.96,5625
"Kepler-983 b",0.211,60.0855082,"transit",1.13,1.08,6052
"Kepler-862 b",0.197,3.14866453,"transit",0.88,0.84,5333
"Kepler-670 b",1.176,2.81650485,"transit",0.99,0.99,5709
"Kepler-1439 b",0.13,8.07392849,"transit",0.46,0.43,3578
"Kepler-874 b",0.352,40.0686727,"transit",1.09,1.13,6020
"Kepler-886 b",0.136,6.24146367,"transit",1.1,1.16,6098
"Kepler-1019 b",0.13,1.41122985,"transit",0.7,0.67,4433
"WASP-73 b",1.16,4.08722,"transit",1.34,2.07,6036
"Kepler-157 c",0.20413,13.5405,"transit",1.028,1.044,5774
"Kepler-157 b",0.12029,1.732342,"transit",1.028,1.044,5774
"Kepler-157 d",0.13,7.02573474,"transit",1.028,1.044,5774
"Kepler-57 b",0.199575,5.7293196,"transit",0.83,0.73,5145
"Kepler-57 c",0.141252,11.6092567,"transit",0.83,0.73,5145
"Kepler-1592 b",0.137,3.05710069,"transit",1.18,1.28,6213
"Kepler-1168 b",0.223,55.8226539,"transit",0.87,0.82,5157
"Kepler-115 c",0.23694,8.990889,"transit",1.04,1.205,5979
"Kepler-115 b",0.09933,2.403679,"transit",1.04,1.205,5979
"Kepler-1404 b",0.179,15.9314739,"transit",0.84,0.8,5261
"Kepler-465 b",0.263,9.94067247,"transit",1.23,1.29,6310
"Kepler-41 b",1.04,1.8555582,"RV",1.12,1.02,5620
"Kepler-69 b",0.2041318,13.722341,"transit",0.81,0.93,5638
"Kepler-69 c",0.1558328,242.4613,"transit",0.81,0.93,5638
"Kepler-688 b",0.871,3.89593684,"transit",0.98,0.96,5715
"Kepler-1363 b",0.112,2.94194094,"transit",0.76,0.72,4839
"WASP-58 b",1.37,5.01718,"transit",0.94,1.17,5800
"Kepler-1636 b",0.288,425.47785,"transit",1.01,1.02,5797
"Kepler-778 b",0.15,3.75574426,"transit",0.81,0.77,5102
"Kepler-280 b",0.13214,2.139542,"transit",0.957,0.886,5744
"Kepler-280 c",0.18317,4.807091,"transit",0.957,0.886,5744
"Kepler-1453 b",0.238,47.1611696,"transit",0.97,0.94,5665
"Kepler-490 b",1.039,3.26869515,"transit",1.08,1.12,6045
"Kepler-912 b",0.25,2.53475627,"transit",1.07,1.11,5998
"Kepler-467 b",0.201,24.99324193,"transit",1.05,1.37,5809
"WASP-20 b",1.458,4.8996285,"transit",1.202,1.392,5950
"Kepler-1542 b",0.068,3.95116882,"transit",0.94,0.99,5564
"Kepler-1542 c",0.058,2.89223021,"transit",0.94,0.99,5564
"Kepler-1542 d",0.078,5.99273738,"transit",0.94,0.99,5564
"Kepler-1542 e",0.068,5.10115756,"transit",0.94,0.99,5564
"Kepler-751 b",0.219,17.44490636,"transit",0.87,0.84,5387
"Kepler-610 b",0.374,6.99692655,"transit",1.1,1.13,5943
"Kepler-610 c",0.294,151.86392,"transit",1.1,1.13,5943
"OGLE-TR-113 b",1.051,1.43247506,"transit",0.779,0.774,4790
"Kepler-288 c",0.25972,19.305772,"transit",1.08,1.091,5918
"Kepler-288 b",0.15219,6.097326,"transit",1.08,1.091,5918
"Kepler-288 d",0.24332,56.633742,"transit",1.08,1.091,5918
"Kepler-502 b",0.426,4.28686431,"transit",1.15,1.22,6125
"Kepler-289 b",0.192,34.545,"transit",1.08,1,5990
"PH3 c",0.239,66.0634,"transit",1.08,1,5990
"Kepler-289 c",1.034,125.8518,"transit",1.08,1,5990
"Kepler-1309 b",0.211,28.8432647,"transit",0.85,0.8,5235
"TRAPPIST-1 b",0.098967,1.51087081,"transit",0.0802,0.117,2559
"TRAPPIST-1 c",0.096234,2.4218233,"transit",0.0802,0.117,2559
"TRAPPIST-1 d",0.070353,4.04961,"transit",0.0802,0.117,2559
"TRAPPIST-1 e",0.083658,6.099615,"transit",0.0802,0.117,2559
"TRAPPIST-1 f",0.095231,9.20669,"transit",0.0802,0.117,2559
"TRAPPIST-1 g",0.102704,12.35294,"transit",0.0802,0.117,2559
"TRAPPIST-1 h",0.068803,20,"transit",0.0802,0.117,2559
"Kepler-749 b",0.277,17.31716585,"transit",0.79,0.75,5009
"Kepler-807 b",0.93,117.93108781,"transit",1.04,1.06,5965
"EPIC 220504338",0.91,5.817712,"Others",1.007,1.047,5627
"Kepler-1291 b",0.148,8.63043276,"transit",0.84,0.8,5216
"Kepler-675 b",0.218,2.33743801,"transit",0.79,0.75,4945
"Kepler-555 b",0.252,16.21775407,"transit",1.03,1.04,5894
"Kepler-358 c",0.25972,83.488369,"transit",0.998,0.954,5908
"Kepler-358 b",0.24787,34.060467,"transit",0.998,0.954,5908
"Kepler-1279 b",0.156,23.4774101,"transit",1.21,1.33,6221
"Kepler-505 b",0.232,27.52197994,"transit",0.55,0.53,3931
"Kepler-330 c",0.1777,15.955387,"transit",0.792,0.722,5117
"Kepler-330 b",0.12303,8.25978,"transit",0.792,0.722,5117
"Kepler-963 b",0.237,9.97683705,"transit",0.91,0.87,5461
"Kepler-1121 b",0.17,13.15141081,"transit",1.29,1.59,6231
"Kepler-255 c",0.27248,9.946047,"transit",0.878,0.933,5573
"Kepler-255 b",0.14125,5.714606,"transit",0.878,0.933,5573
"Kepler-255 d",0.118,1.04562266,"transit",0.878,0.933,5573
"HAT-P-32 b",2.037,2.150009,"transit",1.176,1.387,6207
"Kepler-1357 b",0.114,3.0091324,"transit",0.93,0.9,5597
"Kepler-917 b",0.17,2.97041437,"transit",0.8,0.76,5418
"Kepler-740 b",0.408,3.58410122,"transit",0.91,0.87,5438
"Kepler-1469 b",0.25,21.8635301,"transit",0.92,0.89,5507
"Kepler-384 b",0.10207,22.597053,"transit",0.994,0.882,5577
"Kepler-384 c",0.10298,45.348269,"transit",0.994,0.882,5577
"Kepler-1266 b",0.23,28.474748,"transit",0.8,0.76,5044
"Kepler-940 b",0.298,59.6225257,"transit",0.97,0.96,5769
"Kepler-1336 b",0.177,23.198681,"transit",0.94,1.3,5512
"Kepler-1336 c",0.153,5.77721211,"transit",0.94,1.3,5512
"Kepler-1353 b",0.161,24.7543966,"transit",0.76,0.72,4776
"Kepler-1437 b",0.122,10.9295461,"transit",0.93,0.9,5557
"HAT-P-1 b",1.217,4.4652934,"transit",1.133,1.115,5975
"Kepler-1496 b",0.198,64.6588017,"transit",1.18,1.27,6182
"HAT-P-12 b",0.959,3.2130598,"transit",0.73,0.7,4650
"Kepler-648 b",0.287,17.4211749,"transit",1.05,0.98,5741
"Kepler-1243 b",0.156,16.8320729,"transit",0.96,0.94,5667
"Kepler-952 b",0.682,130.3546919,"transit",1,0.99,5730
"EPIC 201736247 b",0.228,11.8104,"transit",0.72,0.68,5131
"Kepler-692 b",0.277,21.81293494,"transit",0.9,0.86,5440
"Kepler-580 b",0.229,8.22241966,"transit",0.67,0.64,4298
"Kepler-353 c",0.12576,8.410894,"transit",0.553,0.504,3903
"Kepler-353 b",0.08111,5.795278,"transit",0.553,0.504,3903
"Kepler-907 b",0.107,15.86621821,"transit",1.08,1.38,6106
"Kepler-1498 b",0.119,48.051405,"transit",0.86,0.81,5256
"Kepler-31 b",0.57868,20.860674,"transit",1.208,1.306,6034
"Kepler-31 c",0.51489,42.632728,"transit",1.208,1.306,6034
"Kepler-31 d",0.41555,87.648901,"transit",1.208,1.306,6034
"Kepler-99 b",0.134873,4.60358,"transit",0.79,0.73,4782
"EPIC 201635569 b",0.443,8.36802,"transit",0.47,0.45,3789
"Kepler-653 b",0.174,14.70748976,"transit",1.02,1.19,5665
"Kepler-653 c",0.07,0.90037648,"transit",1.02,1.19,5665
"Kepler-1555 b",0.144,8.10501635,"transit",1.04,1.06,5866
"Kepler-1096 b",0.111,2.89221751,"transit",0.66,0.63,4306
"Kepler-158 b",0.1932,16.709184,"transit",0.655,0.624,4623
"Kepler-158 c",0.17315,28.551383,"transit",0.655,0.624,4623
"KIC 5437945 b",0.571,440.7813,"transit",1.07,1.24,6340
"KOI-3791.02",0.5442,220.1303357,"transit",1.07,1.24,6340
"Kepler-209 b",0.20595,16.087845,"transit",0.931,0.935,5513
"Kepler-209 c",0.2825,41.749882,"transit",0.931,0.935,5513
"Kepler-163 c",0.20595,21.347262,"transit",0.96,0.917,5776
"Kepler-163 b",0.09569,7.810937,"transit",0.96,0.917,5776
"Kepler-1409 b",0.093,0.76486493,"transit",0.83,0.79,5160
"Kepler-1261 b",0.202,48.4308991,"transit",0.82,0.77,5006
"Kepler-1640 b",0.43,7.5844126,"transit",1.27,1.43,6324
"HAT-P-40 b",1.73,4.457243,"transit",1.512,2.206,6080
"Kepler-1072 b",0.141,1.5690665,"transit",1.2,1.32,6199
"Kepler-624 b",0.206,14.58649607,"transit",1.1,1.18,6117
"Kepler-1393 b",0.071,2.44357812,"transit",0.95,0.92,5697
"Kepler-662 b",0.194,21.67697486,"transit",0.79,0.74,4897
"Kepler-79 d",0.69168,52.09059,"transit",1.18,1.403,6189
"Kepler-79 c",0.3545,27.401994,"transit",1.18,1.403,6189
"Kepler-79 b",0.33171,13.484686,"transit",1.18,1.403,6189
"Kepler-79 e",0.3062,81.065298,"transit",1.18,1.403,6189
"Kepler-1143 b",0.149,2.88890485,"transit",0.81,0.77,5053
"Kepler-1143 c",0.321,210.630591,"transit",0.81,0.77,5053
"Kepler-1554 b",0.259,198.088774,"transit",0.84,0.81,5297
"Kepler-194 c",0.23603,17.308032,"transit",1.053,1.025,6089
"Kepler-194 b",0.13761,2.092281,"transit",1.053,1.025,6089
"Kepler-194 d",0.21871,52.814973,"transit",1.053,1.025,6089
"Kepler-520 b",0.148,19.67416124,"transit",1.1,1.09,6112
"Kepler-520 c",0.095,5.21104261,"transit",1.1,1.09,6112
"CoRoT-18 b",1.31,1.9000693,"transit",0.95,1,5440
"Kepler-824 b",0.167,4.51436633,"transit",1.15,1.22,6035
"CoRoT-10 b",0.97,13.2406,"transit",0.89,0.79,5075
"K2-60 b",0.683,3.00265,"Others",0.97,1.12,5500
"Kepler-284 b",0.20413,12.699149,"transit",0.923,0.814,5615
"Kepler-284 c",0.23785,37.514456,"transit",0.923,0.814,5615
"Kepler-679 b",0.269,12.39358604,"transit",0.87,0.84,5403
"Kepler-1577 b",0.101,6.30560247,"transit",0.78,0.74,4862
"Kepler-550 b",0.394,8.60010411,"transit",0.87,0.83,5322
"Kepler-1356 b",0.136,0.63400294,"transit",0.82,0.78,5106
"Kepler-317 b",0.19046,5.524242,"transit",0.816,0.941,5497
"Kepler-317 c",0.15674,8.77501,"transit",0.816,0.941,5497
"Kepler-700 b",0.534,80.8720639,"transit",0.98,0.96,5692
"Kepler-1615 b",0.184,47.3126192,"transit",1.04,1.05,5865
"Kepler-931 b",0.119,8.03755877,"transit",0.86,0.81,5241
"Kepler-883 b",0.159,12.98495573,"transit",1.06,1.09,6116
"Kepler-1396 b",0.185,18.2206421,"transit",1.18,1.27,6195
"Kepler-1304 b",0.204,16.1288853,"transit",0.85,0.81,5259
"EPIC 201546283 b",0.397,6.77145,"transit",0.89,0.85,5320
"Kepler-1150 b",0.091,2.78786839,"transit",0.76,0.72,4754
"Kepler-622 b",0.19,14.28226676,"transit",0.64,0.61,4201
"EPIC 201505350 c",0.434,11.90715,"transit",0.93,0.86,5430
"EPIC 201505350 b",0.691,7.9194,"transit",0.93,0.86,5430
